NOC,Sport,Event,athletes_number,gold_number,silver_number,bronze_number,total_number,Total Events,Year,gold_number_previous,silver_number_previous,bronze_number_previous,total_number_previous,Host,gold_sum,silver_sum,bronze_sum,total_sum
GBR,Cycling,Cycling Men's 333 metres Time Trial,2,0,0,0,0,19,1896,0,0,0,0,0,3,3,3,9
GBR,Cycling,"Cycling Men's Road Race, Individual",1,0,0,1,1,19,1896,0,0,0,0,0,3,3,3,9
GBR,Gymnastics,Gymnastics Men's Rope Climbing,1,0,0,0,0,19,1896,0,0,0,0,0,3,3,3,9
GBR,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",1,0,0,0,0,19,1896,0,0,0,0,0,3,3,3,9
GBR,Shooting,"Shooting Men's Military Pistol, 25 metres",1,0,0,0,0,19,1896,0,0,0,0,0,3,3,3,9
GBR,Shooting,"Shooting Men's Military Rifle, 200 metres",2,0,0,0,0,19,1896,0,0,0,0,0,3,3,3,9
GBR,Shooting,"Shooting Men's Muzzle-Loading Pistol, 25 metres",1,0,0,0,0,19,1896,0,0,0,0,0,3,3,3,9
GBR,Tennis,Tennis Men's Doubles,2,1,0,1,2,19,1896,0,0,0,0,0,3,3,3,9
GBR,Tennis,Tennis Men's Singles,2,1,0,0,1,19,1896,0,0,0,0,0,3,3,3,9
GBR,Weightlifting,"Weightlifting Men's Unlimited, One Hand",1,1,0,0,1,19,1896,0,0,0,0,0,3,3,3,9
GBR,Weightlifting,"Weightlifting Men's Unlimited, Two Hands",1,0,1,0,1,19,1896,0,0,0,0,0,3,3,3,9
GBR,Wrestling,"Wrestling Men's Unlimited Class, Greco-Roman",1,0,0,0,0,19,1896,0,0,0,0,0,3,3,3,9
GER,Athletics,"Athletics Men's 1,500 metres",1,0,0,0,0,27,1896,0,0,0,0,0,25,5,2,32
GER,Athletics,Athletics Men's 100 metres,3,0,1,0,1,27,1896,0,0,0,0,0,25,5,2,32
GER,Athletics,Athletics Men's 110 metres Hurdles,1,0,0,0,0,27,1896,0,0,0,0,0,25,5,2,32
GER,Athletics,Athletics Men's 400 metres,2,0,0,0,0,27,1896,0,0,0,0,0,25,5,2,32
GER,Athletics,Athletics Men's 800 metres,1,0,0,0,0,27,1896,0,0,0,0,0,25,5,2,32
GER,Athletics,Athletics Men's High Jump,1,0,0,0,0,27,1896,0,0,0,0,0,25,5,2,32
GER,Athletics,Athletics Men's Long Jump,1,0,0,0,0,27,1896,0,0,0,0,0,25,5,2,32
GER,Athletics,Athletics Men's Shot Put,2,0,0,0,0,27,1896,0,0,0,0,0,25,5,2,32
GER,Athletics,Athletics Men's Triple Jump,2,0,0,0,0,27,1896,0,0,0,0,0,25,5,2,32
GER,Cycling,"Cycling Men's 10,000 metres",1,0,0,0,0,27,1896,0,0,0,0,0,25,5,2,32
GER,Cycling,Cycling Men's 100 kilometres,4,0,0,0,0,27,1896,0,0,0,0,0,25,5,2,32
GER,Cycling,Cycling Men's 12-Hours Race,1,0,0,0,0,27,1896,0,0,0,0,0,25,5,2,32
GER,Cycling,Cycling Men's 333 metres Time Trial,2,0,0,0,0,27,1896,0,0,0,0,0,25,5,2,32
GER,Cycling,"Cycling Men's Road Race, Individual",1,0,1,0,1,27,1896,0,0,0,0,0,25,5,2,32
GER,Cycling,Cycling Men's Sprint,1,0,0,0,0,27,1896,0,0,0,0,0,25,5,2,32
GER,Gymnastics,Gymnastics Men's Horizontal Bar,10,1,1,0,2,27,1896,0,0,0,0,0,25,5,2,32
GER,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams",10,10,0,0,10,27,1896,0,0,0,0,0,25,5,2,32
GER,Gymnastics,Gymnastics Men's Horse Vault,10,1,0,1,2,27,1896,0,0,0,0,0,25,5,2,32
GER,Gymnastics,Gymnastics Men's Parallel Bars,10,1,0,0,1,27,1896,0,0,0,0,0,25,5,2,32
GER,Gymnastics,"Gymnastics Men's Parallel Bars, Teams",10,10,0,0,10,27,1896,0,0,0,0,0,25,5,2,32
GER,Gymnastics,Gymnastics Men's Pommelled Horse,10,0,1,0,1,27,1896,0,0,0,0,0,25,5,2,32
GER,Gymnastics,Gymnastics Men's Rings,5,0,1,0,1,27,1896,0,0,0,0,0,25,5,2,32
GER,Gymnastics,Gymnastics Men's Rope Climbing,1,0,0,1,1,27,1896,0,0,0,0,0,25,5,2,32
GER,Tennis,Tennis Men's Doubles,1,1,0,0,1,27,1896,0,0,0,0,0,25,5,2,32
GER,Tennis,Tennis Men's Singles,1,0,0,0,0,27,1896,0,0,0,0,0,25,5,2,32
GER,Weightlifting,"Weightlifting Men's Unlimited, Two Hands",1,0,0,0,0,27,1896,0,0,0,0,0,25,5,2,32
GER,Wrestling,"Wrestling Men's Unlimited Class, Greco-Roman",1,1,0,0,1,27,1896,0,0,0,0,0,25,5,2,32
GRE,Athletics,"Athletics Men's 1,500 metres",4,0,0,0,0,39,1896,0,0,0,0,1,10,18,20,48
GRE,Athletics,Athletics Men's 100 metres,2,0,0,0,0,39,1896,0,0,0,0,1,10,18,20,48
GRE,Athletics,Athletics Men's 110 metres Hurdles,2,0,0,0,0,39,1896,0,0,0,0,1,10,18,20,48
GRE,Athletics,Athletics Men's 800 metres,3,0,0,1,1,39,1896,0,0,0,0,1,10,18,20,48
GRE,Athletics,Athletics Men's Discus Throw,3,0,1,1,2,39,1896,0,0,0,0,1,10,18,20,48
GRE,Athletics,Athletics Men's Long Jump,2,0,0,0,0,39,1896,0,0,0,0,1,10,18,20,48
GRE,Athletics,Athletics Men's Marathon,13,1,1,0,2,39,1896,0,0,0,0,1,10,18,20,48
GRE,Athletics,Athletics Men's Pole Vault,3,0,0,2,2,39,1896,0,0,0,0,1,10,18,20,48
GRE,Athletics,Athletics Men's Shot Put,2,0,1,1,2,39,1896,0,0,0,0,1,10,18,20,48
GRE,Athletics,Athletics Men's Triple Jump,2,0,0,1,1,39,1896,0,0,0,0,1,10,18,20,48
GRE,Cycling,"Cycling Men's 10,000 metres",2,0,0,0,0,39,1896,0,0,0,0,1,10,18,20,48
GRE,Cycling,Cycling Men's 100 kilometres,2,0,1,0,1,39,1896,0,0,0,0,1,10,18,20,48
GRE,Cycling,Cycling Men's 12-Hours Race,4,0,0,0,0,39,1896,0,0,0,0,1,10,18,20,48
GRE,Cycling,Cycling Men's 333 metres Time Trial,1,0,1,0,1,39,1896,0,0,0,0,1,10,18,20,48
GRE,Cycling,"Cycling Men's Road Race, Individual",5,1,0,0,1,39,1896,0,0,0,0,1,10,18,20,48
GRE,Cycling,Cycling Men's Sprint,1,0,1,0,1,39,1896,0,0,0,0,1,10,18,20,48
GRE,Fencing,"Fencing Men's Foil, Individual",5,0,0,2,2,39,1896,0,0,0,0,1,10,18,20,48
GRE,Fencing,"Fencing Men's Foil, Masters, Individual",1,1,0,0,1,39,1896,0,0,0,0,1,10,18,20,48
GRE,Fencing,"Fencing Men's Sabre, Individual",3,1,1,0,2,39,1896,0,0,0,0,1,10,18,20,48
GRE,Gymnastics,Gymnastics Men's Horizontal Bar,2,0,0,0,0,39,1896,0,0,0,0,1,10,18,20,48
GRE,Gymnastics,Gymnastics Men's Parallel Bars,3,0,0,0,0,39,1896,0,0,0,0,1,10,18,20,48
GRE,Gymnastics,"Gymnastics Men's Parallel Bars, Teams",2,0,0,2,2,39,1896,0,0,0,0,1,10,18,20,48
GRE,Gymnastics,Gymnastics Men's Pommelled Horse,1,0,0,0,0,39,1896,0,0,0,0,1,10,18,20,48
GRE,Gymnastics,Gymnastics Men's Rings,2,1,0,1,2,39,1896,0,0,0,0,1,10,18,20,48
GRE,Gymnastics,Gymnastics Men's Rope Climbing,2,1,1,0,2,39,1896,0,0,0,0,1,10,18,20,48
GRE,Shooting,"Shooting Men's Free Pistol, 30 metres",3,0,0,1,1,39,1896,0,0,0,0,1,10,18,20,48
GRE,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",18,1,1,0,2,39,1896,0,0,0,0,1,10,18,20,48
GRE,Shooting,"Shooting Men's Military Pistol, 25 metres",12,0,0,1,1,39,1896,0,0,0,0,1,10,18,20,48
GRE,Shooting,"Shooting Men's Military Rifle, 200 metres",11,1,1,1,3,39,1896,0,0,0,0,1,10,18,20,48
GRE,Shooting,"Shooting Men's Muzzle-Loading Pistol, 25 metres",2,1,1,0,2,39,1896,0,0,0,0,1,10,18,20,48
GRE,Swimming,"Swimming Men's 1,200 metres Freestyle",3,0,1,0,1,39,1896,0,0,0,0,1,10,18,20,48
GRE,Swimming,Swimming Men's 100 metres Freestyle,3,0,0,0,0,39,1896,0,0,0,0,1,10,18,20,48
GRE,Swimming,Swimming Men's 100 metres Freestyle For Sailors,3,1,1,1,3,39,1896,0,0,0,0,1,10,18,20,48
GRE,Swimming,Swimming Men's 500 metres Freestyle,2,0,1,1,2,39,1896,0,0,0,0,1,10,18,20,48
GRE,Tennis,Tennis Men's Doubles,6,0,2,0,2,39,1896,0,0,0,0,1,10,18,20,48
GRE,Tennis,Tennis Men's Singles,7,0,1,1,2,39,1896,0,0,0,0,1,10,18,20,48
GRE,Weightlifting,"Weightlifting Men's Unlimited, One Hand",2,0,0,1,1,39,1896,0,0,0,0,1,10,18,20,48
GRE,Weightlifting,"Weightlifting Men's Unlimited, Two Hands",2,0,0,1,1,39,1896,0,0,0,0,1,10,18,20,48
GRE,Wrestling,"Wrestling Men's Unlimited Class, Greco-Roman",2,0,1,1,2,39,1896,0,0,0,0,1,10,18,20,48
HUN,Athletics,Athletics Men's 100 metres,1,0,0,1,1,14,1896,0,0,0,0,0,2,1,3,6
HUN,Athletics,Athletics Men's 110 metres Hurdles,1,0,0,0,0,14,1896,0,0,0,0,0,2,1,3,6
HUN,Athletics,Athletics Men's 800 metres,1,0,1,0,1,14,1896,0,0,0,0,0,2,1,3,6
HUN,Athletics,Athletics Men's Marathon,1,0,0,1,1,14,1896,0,0,0,0,0,2,1,3,6
HUN,Athletics,Athletics Men's Triple Jump,1,0,0,0,0,14,1896,0,0,0,0,0,2,1,3,6
HUN,Gymnastics,Gymnastics Men's Horizontal Bar,2,0,0,0,0,14,1896,0,0,0,0,0,2,1,3,6
HUN,Gymnastics,Gymnastics Men's Horse Vault,2,0,0,0,0,14,1896,0,0,0,0,0,2,1,3,6
HUN,Gymnastics,Gymnastics Men's Parallel Bars,2,0,0,0,0,14,1896,0,0,0,0,0,2,1,3,6
HUN,Gymnastics,Gymnastics Men's Pommelled Horse,2,0,0,0,0,14,1896,0,0,0,0,0,2,1,3,6
HUN,Swimming,"Swimming Men's 1,200 metres Freestyle",1,1,0,0,1,14,1896,0,0,0,0,0,2,1,3,6
HUN,Swimming,Swimming Men's 100 metres Freestyle,1,1,0,0,1,14,1896,0,0,0,0,0,2,1,3,6
HUN,Tennis,Tennis Men's Singles,1,0,0,1,1,14,1896,0,0,0,0,0,2,1,3,6
HUN,Weightlifting,"Weightlifting Men's Unlimited, Two Hands",1,0,0,0,0,14,1896,0,0,0,0,0,2,1,3,6
HUN,Wrestling,"Wrestling Men's Unlimited Class, Greco-Roman",1,0,0,0,0,14,1896,0,0,0,0,0,2,1,3,6
ITA,Shooting,"Shooting Men's Military Rifle, 200 metres",1,0,0,0,0,1,1896,0,0,0,0,0,0,0,0,0
SUI,Gymnastics,Gymnastics Men's Horizontal Bar,1,0,0,0,0,5,1896,0,0,0,0,0,1,2,0,3
SUI,Gymnastics,Gymnastics Men's Horse Vault,2,0,1,0,1,5,1896,0,0,0,0,0,1,2,0,3
SUI,Gymnastics,Gymnastics Men's Parallel Bars,2,0,1,0,1,5,1896,0,0,0,0,0,1,2,0,3
SUI,Gymnastics,Gymnastics Men's Pommelled Horse,2,1,0,0,1,5,1896,0,0,0,0,0,1,2,0,3
SUI,Shooting,"Shooting Men's Military Rifle, 200 metres",1,0,0,0,0,5,1896,0,0,0,0,0,1,2,0,3
SWE,Athletics,Athletics Men's 100 metres,1,0,0,0,0,5,1896,0,0,0,0,0,0,0,0,0
SWE,Athletics,Athletics Men's Discus Throw,1,0,0,0,0,5,1896,0,0,0,0,0,0,0,0,0
SWE,Athletics,Athletics Men's High Jump,1,0,0,0,0,5,1896,0,0,0,0,0,0,0,0,0
SWE,Athletics,Athletics Men's Long Jump,1,0,0,0,0,5,1896,0,0,0,0,0,0,0,0,0
SWE,Gymnastics,Gymnastics Men's Horse Vault,1,0,0,0,0,5,1896,0,0,0,0,0,0,0,0,0
USA,Athletics,"Athletics Men's 1,500 metres",1,0,1,0,1,16,1896,0,0,0,0,0,11,7,2,20
USA,Athletics,Athletics Men's 100 metres,3,1,0,1,2,16,1896,0,0,0,0,0,11,7,2,20
USA,Athletics,Athletics Men's 110 metres Hurdles,2,1,0,0,1,16,1896,0,0,0,0,0,11,7,2,20
USA,Athletics,Athletics Men's 400 metres,2,1,1,0,2,16,1896,0,0,0,0,0,11,7,2,20
USA,Athletics,Athletics Men's Discus Throw,1,1,0,0,1,16,1896,0,0,0,0,0,11,7,2,20
USA,Athletics,Athletics Men's High Jump,3,1,2,0,3,16,1896,0,0,0,0,0,11,7,2,20
USA,Athletics,Athletics Men's Long Jump,3,1,1,1,3,16,1896,0,0,0,0,0,11,7,2,20
USA,Athletics,Athletics Men's Marathon,1,0,0,0,0,16,1896,0,0,0,0,0,11,7,2,20
USA,Athletics,Athletics Men's Pole Vault,2,1,1,0,2,16,1896,0,0,0,0,0,11,7,2,20
USA,Athletics,Athletics Men's Shot Put,2,1,0,0,1,16,1896,0,0,0,0,0,11,7,2,20
USA,Athletics,Athletics Men's Triple Jump,1,1,0,0,1,16,1896,0,0,0,0,0,11,7,2,20
USA,Shooting,"Shooting Men's Free Pistol, 30 metres",1,1,0,0,1,16,1896,0,0,0,0,0,11,7,2,20
USA,Shooting,"Shooting Men's Military Pistol, 25 metres",2,1,1,0,2,16,1896,0,0,0,0,0,11,7,2,20
USA,Shooting,"Shooting Men's Military Rifle, 200 metres",1,0,0,0,0,16,1896,0,0,0,0,0,11,7,2,20
USA,Swimming,"Swimming Men's 1,200 metres Freestyle",1,0,0,0,0,16,1896,0,0,0,0,0,11,7,2,20
USA,Swimming,Swimming Men's 100 metres Freestyle,1,0,0,0,0,16,1896,0,0,0,0,0,11,7,2,20
