Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Kaylia Nemour,F,Algeria,ALG,2024,Paris,Artistic Gymnastics,Women's Floor Exercise,No medal
Kaylia Nemour,F,Algeria,ALG,2024,Paris,Artistic Gymnastics,Women's Uneven Bars,Gold
Kaylia Nemour,F,Algeria,ALG,2024,Paris,Artistic Gymnastics,Women's Vault,No medal
Roumaysa Boualam,F,Algeria,ALG,2024,Paris,Boxing,Women's 50kg,No medal
Mourad Kadi,M,Algeria,ALG,2024,Paris,Boxing,Men's +92kg,No medal
Jugurtha Ait,M,Algeria,ALG,2024,Paris,Boxing,Men's 63.5kg,No medal
Diana Bouzidi,F,Algeria,ALG,2024,Paris,Canoe Slalom,Women's Kayak Cross,No medal
Ali Boudina,M,Algeria,ALG,2024,Paris,Rowing,Men's Single Sculls,No medal
Diana Bouzidi,F,Algeria,ALG,2024,Paris,Canoe Slalom,Women's Kayak Single,No medal
Houda Chaabi,F,Algeria,ALG,2024,Paris,Shooting,10m Air Rifle Women,No medal
Samir Bouchireb,M,Algeria,ALG,2024,Paris,Shooting,10m Air Pistol Men,No medal
Koceila Adoul,M,Algeria,ALG,2024,Paris,Shooting,10m Air Rifle Men,No medal
Nihed Benchadli,F,Algeria,ALG,2024,Paris,Rowing,Women's Single Sculls,No medal
Nahuel Carabana,M,Andorra,AND,2024,Paris,Athletics,Men's 3000m Steeplechase,No medal
Monica Doria,F,Andorra,AND,2024,Paris,Canoe Slalom,Women's Kayak Cross,No medal
Monica Doria,F,Andorra,AND,2024,Paris,Canoe Slalom,Women's Kayak Single,No medal
Monica Doria,F,Andorra,AND,2024,Paris,Canoe Slalom,Women's Canoe Single,No medal
Marta Alberto,F,Angola,ANG,2024,Paris,Handball,Women,No medal
Henrique Mascarenhas,M,Angola,ANG,2024,Paris,Swimming,Men's 100m Freestyle,No medal
Lia Lima,F,Angola,ANG,2024,Paris,Swimming,Women's 200m Butterfly,No medal
Edmilson Pedro,M,Angola,ANG,2024,Paris,Judo,Men -66 kg,No medal
Eliane Paulo,F,Angola,ANG,2024,Paris,Handball,Women,No medal
Chelcia Gabriel,F,Angola,ANG,2024,Paris,Handball,Women,No medal
Filipe Andre,M,Angola,ANG,2024,Paris,Sailing,Men's Dinghy,No medal
Natalia Santos,F,Angola,ANG,2024,Paris,Handball,Women,No medal
Helena Paulo,F,Angola,ANG,2024,Paris,Handball,Women,No medal
Albertina Kassoma,F,Angola,ANG,2024,Paris,Handball,Women,No medal
Marilia Quizelete,F,Angola,ANG,2024,Paris,Handball,Women,No medal
Stelvia Pascoal,F,Angola,ANG,2024,Paris,Handball,Women,No medal
Azenaide Carlos,F,Angola,ANG,2024,Paris,Handball,Women,No medal
Natalia Fonseca,F,Angola,ANG,2024,Paris,Handball,Women,No medal
Juliana Machado,F,Angola,ANG,2024,Paris,Handball,Women,No medal
Vilma Nenganga,F,Angola,ANG,2024,Paris,Handball,Women,No medal
Liliane Mario,F,Angola,ANG,2024,Paris,Handball,Women,No medal
Dolores Rosario,F,Angola,ANG,2024,Paris,Handball,Women,No medal
Marcos Santos,M,Angola,ANG,2024,Paris,Athletics,Men's 100m,No medal
Teresa Almeida,F,Angola,ANG,2024,Paris,Handball,Women,No medal
Matias Montinho,M,Angola,ANG,2024,Paris,Sailing,Mixed Dinghy,No medal
Manuela Paulo,F,Angola,ANG,2024,Paris,Sailing,Mixed Dinghy,No medal
Andre Matias,M,Angola,ANG,2024,Paris,Rowing,Men's Single Sculls,No medal
Benilson Sanda,M,Angola,ANG,2024,Paris,Canoe Sprint,Men's Canoe Double 500m,No medal
Benilson Sanda,M,Angola,ANG,2024,Paris,Canoe Sprint,Men's Canoe Single 1000m,No medal
Manuel Antonio,M,Angola,ANG,2024,Paris,Canoe Sprint,Men's Canoe Double 500m,No medal
Tiger Tyson,M,Antigua and Barbuda,ANT,2024,Paris,Sailing,Men's Kite,No medal
Jadon Wuilliez,M,Antigua and Barbuda,ANT,2024,Paris,Swimming,Men's 100m Breaststroke,No medal
Cejhae Greene,M,Antigua and Barbuda,ANT,2024,Paris,Athletics,Men's 100m,No medal
Ellie Shaw,F,Antigua and Barbuda,ANT,2024,Paris,Swimming,Women's 100m Breaststroke,No medal
Joella Lloyd,F,Antigua and Barbuda,ANT,2024,Paris,Athletics,Women's 100m,No medal
Lucas Guzman,M,Argentina,ARG,2024,Paris,Taekwondo,Men -58kg,No medal
Facundo Conte,M,Argentina,ARG,2024,Paris,Volleyball,Men,No medal
Nicolas Zerba,M,Argentina,ARG,2024,Paris,Volleyball,Men,No medal
Martin Ramos,M,Argentina,ARG,2024,Paris,Volleyball,Men,No medal
Giuliano Simeone,M,Argentina,ARG,2024,Paris,Football,Men,No medal
Luciano Vicentin,M,Argentina,ARG,2024,Paris,Volleyball,Men,No medal
Sergio Koukartsev,M,Argentina,ARG,2024,Paris,Volleyball,Men,No medal
de Luciano,M,Argentina,ARG,2024,Paris,Volleyball,Men,No medal
Bruno Lima,M,Argentina,ARG,2024,Paris,Volleyball,Men,No medal
Ezequiel Palacios,M,Argentina,ARG,2024,Paris,Volleyball,Men,No medal
Santiago Danani,M,Argentina,ARG,2024,Paris,Volleyball,Men,No medal
Agustin Loser,M,Argentina,ARG,2024,Paris,Volleyball,Men,No medal
Luciano Palonsky,M,Argentina,ARG,2024,Paris,Volleyball,Men,No medal
Jan Martinez,M,Argentina,ARG,2024,Paris,Volleyball,Men,No medal
Matias Sanchez,M,Argentina,ARG,2024,Paris,Volleyball,Men,No medal
(jr) Larocca,M,Argentina,ARG,2024,Paris,Equestrian,Jumping Individual,No medal
Jose Torres,M,Argentina,ARG,2024,Paris,Cycling BMX Freestyle,Men's Park,Gold
Thiago Almada,M,Argentina,ARG,2024,Paris,Football,Men,No medal
Damian Jajarabilla,M,Argentina,ARG,2024,Paris,Archery,Men's Individual,No medal
Brenda Rojas,F,Argentina,ARG,2024,Paris,Canoe Sprint,Women's Kayak Single 500m,No medal
Nicolas Della,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal
Inaki Minadeo,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal
Sofia Fiora,F,Argentina,ARG,2024,Paris,Judo,Women -52 kg,No medal
Mauro Iglesias,M,Argentina,ARG,2024,Paris,Skateboarding,Men's Street,No medal
Macarena Ceballos,F,Argentina,ARG,2024,Paris,Swimming,Women's 100m Breaststroke,No medal
Macarena Ceballos,F,Argentina,ARG,2024,Paris,Swimming,Women's 200m Breaststroke,No medal
Agostina Hein,F,Argentina,ARG,2024,Paris,Swimming,Women's 400m Freestyle,No medal
Agostina Hein,F,Argentina,ARG,2024,Paris,Swimming,Women's 800m Freestyle,No medal
Ulises Saravia,M,Argentina,ARG,2024,Paris,Swimming,Men's 100m Backstroke,No medal
Belen Casetta,F,Argentina,ARG,2024,Paris,Athletics,Women's 3000m Steeplechase,No medal
Joaquin Gomez,M,Argentina,ARG,2024,Paris,Athletics,Men's Hammer Throw,No medal
Elian Larregina,M,Argentina,ARG,2024,Paris,Athletics,Men's 400m,No medal
Nazareno Sasia,M,Argentina,ARG,2024,Paris,Athletics,Men's Shot Put,No medal
Federico Gil,M,Argentina,ARG,2024,Paris,Shooting,Skeet Men,No medal
Julian Gutierrez,M,Argentina,ARG,2024,Paris,Shooting,10m Air Rifle Men,No medal
Florencia Borelli,F,Argentina,ARG,2024,Paris,Athletics,Women's Marathon,No medal
Franco Serrano,M,Argentina,ARG,2024,Paris,Modern Pentathlon,Men's Individual,No medal
Julian Gutierrez,M,Argentina,ARG,2024,Paris,Shooting,10m Air Rifle Mixed Team,No medal
Fernanda Russo,F,Argentina,ARG,2024,Paris,Shooting,10m Air Rifle Women,No medal
Agustin Fraga,M,Argentina,ARG,2024,Paris,Rugby Sevens,Men,No medal
Rodrigo Isgro,M,Argentina,ARG,2024,Paris,Rugby Sevens,Men,No medal
Matias Dell,M,Argentina,ARG,2024,Paris,Skateboarding,Men's Street,No medal
Romina Biagioli,F,Argentina,ARG,2024,Paris,Triathlon,Women's Individual,No medal
Luciano Gonzalez,M,Argentina,ARG,2024,Paris,Rugby Sevens,Men,No medal
Santiago Lorenzo,M,Argentina,ARG,2024,Paris,Table Tennis,Men's Singles,No medal
Matteo Graziano,M,Argentina,ARG,2024,Paris,Rugby Sevens,Men,No medal
Tomas Elizalde,M,Argentina,ARG,2024,Paris,Rugby Sevens,Men,No medal
Ignacio Pizarro,M,Argentina,ARG,2024,Paris,Handball,Men,No medal
Pablo Simonet,M,Argentina,ARG,2024,Paris,Handball,Men,No medal
Diego Simonet,M,Argentina,ARG,2024,Paris,Handball,Men,No medal
Tobias Wade,M,Argentina,ARG,2024,Paris,Rugby Sevens,Men,No medal
Nicolas Bono,M,Argentina,ARG,2024,Paris,Handball,Men,No medal
Santiago Vera,M,Argentina,ARG,2024,Paris,Rugby Sevens,Men,No medal
Matias Osadczuk,M,Argentina,ARG,2024,Paris,Rugby Sevens,Men,No medal
Santiago Alvarez,M,Argentina,ARG,2024,Paris,Rugby Sevens,Men,No medal
German Schulz,M,Argentina,ARG,2024,Paris,Rugby Sevens,Men,No medal
Joaquin Pellandini,M,Argentina,ARG,2024,Paris,Rugby Sevens,Men,No medal
Gaston Revol,M,Argentina,ARG,2024,Paris,Rugby Sevens,Men,No medal
Marcos Moneta,M,Argentina,ARG,2024,Paris,Rugby Sevens,Men,No medal
Fernanda Russo,F,Argentina,ARG,2024,Paris,Shooting,10m Air Rifle Mixed Team,No medal
James Parker,M,Argentina,ARG,2024,Paris,Handball,Men,No medal
Maria Granatto,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze
Julieta Jankunas,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze
Valentina Raposo,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze
Rocio Sanchez,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze
Victoria Sauze,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze
Sofia Toccalino,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze
Agustina Gorzelany,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze
Eugenia Trinchinetti,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze
Bautista Capurro,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal
Maico Casella,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal
Juan Catan,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal
Tomas Domene,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal
Thomas Habif,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal
Nicolas Keenan,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal
Agustin Bugallo,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal
Tadeo Marcucci,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal
Cristina Cosentino,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze
Lara Casas,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze
Eugenia Bosco,F,Argentina,ARG,2024,Paris,Sailing,Mixed Multihull,Silver
Chiara Ferretti,F,Argentina,ARG,2024,Paris,Sailing,Women's Windsurfing,No medal
Mateo Majdalani,M,Argentina,ARG,2024,Paris,Sailing,Mixed Multihull,Silver
Francisco Cruz,M,Argentina,ARG,2024,Paris,Sailing,Men's Windsurfing,No medal
Juana Castellaro,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze
Catalina Turienzo,F,Argentina,ARG,2024,Paris,Sailing,Women's Kite,No medal
Agustina Albertarrio,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze
Agostina Alonso,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze
Maria Campoy,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze
Sofia Cairo,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze
Lucas Martinez,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal
Tobias Martins,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal
Federico Fernandez,M,Argentina,ARG,2024,Paris,Handball,Men,No medal
Guillermo Fischer,M,Argentina,ARG,2024,Paris,Handball,Men,No medal
Leonel Maciel,M,Argentina,ARG,2024,Paris,Handball,Men,No medal
Nicolas Bonanno,M,Argentina,ARG,2024,Paris,Handball,Men,No medal
Pedro Martinez,M,Argentina,ARG,2024,Paris,Handball,Men,No medal
Lucas Moscariello,M,Argentina,ARG,2024,Paris,Handball,Men,No medal
Andres Moyano,M,Argentina,ARG,2024,Paris,Handball,Men,No medal
Gaston Mourino,M,Argentina,ARG,2024,Paris,Handball,Men,No medal
Juan Bar,M,Argentina,ARG,2024,Paris,Handball,Men,No medal
Alejandro Tosti,M,Argentina,ARG,2024,Paris,Golf,Men's Individual Stroke Play,No medal
di Maria,M,Argentina,ARG,2024,Paris,Fencing,Men's Sabre Individual,No medal
Agustin Mazzilli,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal
Federico Monja,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal
Matias Rey,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal
Tomas Santiago,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal
Santiago Tarazona,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal
Lucas Toscani,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal
Agustin Vernice,M,Argentina,ARG,2024,Paris,Canoe Sprint,Men's Kayak Single 1000m,No medal
Nahuel Molina,M,Argentina,ARG,2024,Paris,Cycling BMX Racing,Men,No medal
Emiliano Villegas,M,Argentina,ARG,2024,Paris,Cycling BMX Racing,Men,No medal
Daiana Ocampo,F,Argentina,ARG,2024,Paris,Athletics,Women's Marathon,No medal
Federico Pizarro,M,Argentina,ARG,2024,Paris,Handball,Men,No medal
Sonia Baluzzo,F,Argentina,ARG,2024,Paris,Rowing,Lightweight Women's Double Sculls,No medal
Alejandro Colomino,M,Argentina,ARG,2024,Paris,Rowing,Lightweight Men's Double Sculls,No medal
Pedro Dickson,M,Argentina,ARG,2024,Paris,Rowing,Lightweight Men's Double Sculls,No medal
Evelyn Silvestro,F,Argentina,ARG,2024,Paris,Rowing,Lightweight Women's Double Sculls,No medal
Santiago Mare,M,Argentina,ARG,2024,Paris,Rugby Sevens,Men,No medal
Mariano Navone,M,Argentina,ARG,2024,Paris,Tennis,Men's Doubles,No medal
Mariano Navone,M,Argentina,ARG,2024,Paris,Tennis,Men's Singles,No medal
Nadia Podoroska,F,Argentina,ARG,2024,Paris,Tennis,Women's Doubles,No medal
Nadia Podoroska,F,Argentina,ARG,2024,Paris,Tennis,Women's Singles,No medal
Nadia Podoroska,F,Argentina,ARG,2024,Paris,Tennis,Mixed Doubles,No medal
Zoe Diaz,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze
Andres Molteni,M,Argentina,ARG,2024,Paris,Tennis,Men's Doubles,No medal
Maximo Gonzalez,M,Argentina,ARG,2024,Paris,Tennis,Mixed Doubles,No medal
Sebastian Baez,M,Argentina,ARG,2024,Paris,Tennis,Men's Singles,No medal
Lourdes Carle,F,Argentina,ARG,2024,Paris,Tennis,Women's Doubles,No medal
Francisco Cerundolo,M,Argentina,ARG,2024,Paris,Tennis,Men's Doubles,No medal
Francisco Cerundolo,M,Argentina,ARG,2024,Paris,Tennis,Men's Singles,No medal
Martin Etcheverry,M,Argentina,ARG,2024,Paris,Tennis,Men's Doubles,No medal
Martin Etcheverry,M,Argentina,ARG,2024,Paris,Tennis,Men's Singles,No medal
Maximo Gonzalez,M,Argentina,ARG,2024,Paris,Tennis,Men's Doubles,No medal
Lourdes Carle,F,Argentina,ARG,2024,Paris,Tennis,Women's Singles,No medal
Francisco Guaragna,M,Argentina,ARG,2024,Paris,Sailing,Men's Dinghy,No medal
Lucia Falasca,F,Argentina,ARG,2024,Paris,Sailing,Women's Dinghy,No medal
Emiliano Grillo,M,Argentina,ARG,2024,Paris,Golf,Men's Individual Stroke Play,No medal
Eduardo Sepulveda,M,Argentina,ARG,2024,Paris,Cycling Road,Men's Road Race,No medal
Julian Alvarez,M,Argentina,ARG,2024,Paris,Football,Men,No medal
Bruno Amione,M,Argentina,ARG,2024,Paris,Football,Men,No medal
Gonzalo Lujan,M,Argentina,ARG,2024,Paris,Football,Men,No medal
Cristian Medina,M,Argentina,ARG,2024,Paris,Football,Men,No medal
Nicolas Otamendi,M,Argentina,ARG,2024,Paris,Football,Men,No medal
Geronimo Rulli,M,Argentina,ARG,2024,Paris,Football,Men,No medal
Lucas Beltran,M,Argentina,ARG,2024,Paris,Football,Men,No medal
Leandro Brey,M,Argentina,ARG,2024,Paris,Football,Men,No medal
di Marco,M,Argentina,ARG,2024,Paris,Football,Men,No medal
Claudio Echeverri,M,Argentina,ARG,2024,Paris,Football,Men,No medal
Ezequiel Fernandez,M,Argentina,ARG,2024,Paris,Football,Men,No medal
Joaquin Garcia,M,Argentina,ARG,2024,Paris,Football,Men,No medal
Luciano Gondou,M,Argentina,ARG,2024,Paris,Football,Men,No medal
Santiago Hezze,M,Argentina,ARG,2024,Paris,Football,Men,No medal
Julio Soler,M,Argentina,ARG,2024,Paris,Football,Men,No medal
Kevin Zenon,M,Argentina,ARG,2024,Paris,Football,Men,No medal
Varazdat Lalayan,M,Armenia,ARM,2024,Paris,Weightlifting,Men's +102kg,Silver
Andranik Karapetyan,M,Armenia,ARM,2024,Paris,Weightlifting,Men's 89kg,No medal
Garik Karapetyan,M,Armenia,ARM,2024,Paris,Weightlifting,Men's 102kg,No medal
Artur Barseghyan,M,Armenia,ARM,2024,Paris,Swimming,Men's 100m Freestyle,No medal
Artur Davtyan,M,Armenia,ARM,2024,Paris,Artistic Gymnastics,Men,No medal
Artur Davtyan,M,Armenia,ARM,2024,Paris,Artistic Gymnastics,Men's Vault,Silver
