Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Iain Rose,M,Australia,AUS,1956,Melbourne,Swimming,Swimming Men's 400 metres Freestyle,Gold
Margaret (-mclean),F,Australia,AUS,1956,Melbourne,Athletics,Athletics Women's Shot Put,No medal
John Powell,M,Australia,AUS,1956,Melbourne,Weightlifting,Weightlifting Men's Light-Heavyweight,No medal
James Bailey,M,Australia,AUS,1956,Melbourne,Athletics,Athletics Men's 800 metres,No medal
David Gourlay,M,Australia,AUS,1956,Melbourne,Gymnastics,Gymnastics Men's Pommelled Horse,No medal
David Gourlay,M,Australia,AUS,1956,Melbourne,Gymnastics,Gymnastics Men's Rings,No medal
John Trickey,M,Australia,AUS,1956,Melbourne,Cycling,"Cycling Men's Road Race, Individual",No medal
David Gourlay,M,Australia,AUS,1956,Melbourne,Gymnastics,Gymnastics Men's Horizontal Bar,No medal
David Gourlay,M,Australia,AUS,1956,Melbourne,Gymnastics,Gymnastics Men's Parallel Bars,No medal
David Gourlay,M,Australia,AUS,1956,Melbourne,Gymnastics,Gymnastics Men's Horse Vault,No medal
John Trickey,M,Australia,AUS,1956,Melbourne,Cycling,"Cycling Men's Road Race, Team",No medal
David Gourlay,M,Australia,AUS,1956,Melbourne,Gymnastics,Gymnastics Men's Team All-Around,No medal
David Gourlay,M,Australia,AUS,1956,Melbourne,Gymnastics,Gymnastics Men's Floor Exercise,No medal
Bruce Sharp,M,Australia,AUS,1956,Melbourne,Gymnastics,Gymnastics Men's Individual All-Around,No medal
Bruce Sharp,M,Australia,AUS,1956,Melbourne,Gymnastics,Gymnastics Men's Team All-Around,No medal
David Gourlay,M,Australia,AUS,1956,Melbourne,Gymnastics,Gymnastics Men's Individual All-Around,No medal
Barbara (-sargeant),F,Australia,AUS,1956,Melbourne,Swimming,Swimming Women's 200 metres Breaststroke,No medal
David Mckenzie,M,Australia,AUS,1956,Melbourne,Fencing,"Fencing Men's Foil, Individual",No medal
Ronald Faulds,M,Australia,AUS,1956,Melbourne,Diving,Diving Men's Springboard,No medal
Graham Bond,M,Australia,AUS,1956,Melbourne,Gymnastics,Gymnastics Men's Pommelled Horse,No medal
David Mckenzie,M,Australia,AUS,1956,Melbourne,Fencing,"Fencing Men's Foil, Team",No medal
Peter Read,M,Australia,AUS,1956,Melbourne,Boxing,Boxing Men's Light-Middleweight,No medal
Edward Mcglynn,M,Australia,AUS,1956,Melbourne,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
Noel Hazard,M,Australia,AUS,1956,Melbourne,Boxing,Boxing Men's Featherweight,No medal
John Hayres,M,Australia,AUS,1956,Melbourne,Swimming,Swimming Men's 100 metres Backstroke,No medal
Graham Hamilton,M,Australia,AUS,1956,Melbourne,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Devereaux Mytton,M,Buraddoo,AUS,1956,Melbourne,Sailing,Sailing Mixed 5.5 metres,Bronze
Richard Gosper,M,Australia,AUS,1956,Melbourne,Athletics,Athletics Men's 400 metres,No medal
Richard Gosper,M,Australia,AUS,1956,Melbourne,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Bruce Sharp,M,Australia,AUS,1956,Melbourne,Gymnastics,Gymnastics Men's Parallel Bars,No medal
Bruce Sharp,M,Australia,AUS,1956,Melbourne,Gymnastics,Gymnastics Men's Horse Vault,No medal
Charles Flick,M,Australia,AUS,1956,Melbourne,Basketball,Basketball Men's Basketball,No medal
Brian Mccowage,M,Australia,AUS,1956,Melbourne,Fencing,"Fencing Men's Foil, Individual",No medal
Brian Mccowage,M,Australia,AUS,1956,Melbourne,Fencing,"Fencing Men's Foil, Team",No medal
Leonard Tolhurst,M,Australia,AUS,1956,Melbourne,Shooting,"Shooting Men's Free Pistol, 50 metres",No medal
Bruce Sharp,M,Australia,AUS,1956,Melbourne,Gymnastics,Gymnastics Men's Floor Exercise,No medal
Donald Tolhurst,M,Australia,AUS,1956,Melbourne,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",No medal
Donald Tolhurst,M,Australia,AUS,1956,Melbourne,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",No medal
William Mccabe,M,Australia,AUS,1956,Melbourne,Water Polo,Water Polo Men's Water Polo,No medal
Ronald Gray,M,Australia,AUS,1956,Melbourne,Athletics,Athletics Men's Triple Jump,No medal
Joseph Mccann,M,Australia,AUS,1956,Melbourne,Diving,Diving Men's Springboard,No medal
Amber (-shelley),F,Australia,AUS,1956,Melbourne,Swimming,Swimming Women's 100 metres Backstroke,No medal
Bryan Harper,M,Australia,AUS,1956,Melbourne,Canoeing,"Canoeing Men's Canadian Singles, 10,000 metres",No medal
Bryan Harper,M,Australia,AUS,1956,Melbourne,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",No medal
Donald Mecklem,M,Australia,AUS,1956,Melbourne,Hockey,Hockey Men's Hockey,No medal
John Harrison,M,Australia,AUS,1956,Melbourne,Rowing,Rowing Men's Coxless Fours,No medal
Richard Ploog,M,Australia,AUS,1956,Melbourne,Cycling,Cycling Men's Sprint,Bronze
Gary Chapman,M,Australia,AUS,1956,Melbourne,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Gary Chapman,M,Australia,AUS,1956,Melbourne,Swimming,Swimming Men's 100 metres Freestyle,Bronze
Geoffrey Bennett,M,Australia,AUS,1956,Melbourne,Hockey,Hockey Men's Hockey,No medal
Fleur (-wenham),F,Australia,AUS,1956,Melbourne,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Helen (brookes-),F,Australia,AUS,1956,Melbourne,Fencing,"Fencing Women's Foil, Individual",No medal
Laurence Harding-smith,M,Australia,AUS,1956,Melbourne,Fencing,"Fencing Men's epee, Individual",No medal
Peter Bennett,M,Australia,AUS,1956,Melbourne,Water Polo,Water Polo Men's Water Polo,No medal
Hilbert Dijk,M,Australia,AUS,1956,Melbourne,Fencing,"Fencing Men's epee, Team",No medal
Max Carlos,M,Australia,AUS,1956,Melbourne,Boxing,Boxing Men's Light-Welterweight,No medal
Frederick (-kirkham),M,Australia,AUS,1956,Melbourne,Rowing,Rowing Men's Coxed Eights,Bronze
Frederick Flannery,M,Australia,AUS,1956,Melbourne,Wrestling,"Wrestling Men's Flyweight, Freestyle",No medal
Peter Raper,M,Australia,AUS,1956,Melbourne,Rowing,Rowing Men's Coxless Pairs,No medal
Leonard Treganowan,M,Australia,AUS,1956,Melbourne,Weightlifting,Weightlifting Men's Middle-Heavyweight,No medal
Graham Bond,M,Australia,AUS,1956,Melbourne,Gymnastics,Gymnastics Men's Horizontal Bar,No medal
Graham Bond,M,Australia,AUS,1956,Melbourne,Gymnastics,Gymnastics Men's Parallel Bars,No medal
Graham Bond,M,Australia,AUS,1956,Melbourne,Gymnastics,Gymnastics Men's Horse Vault,No medal
Graham Bond,M,Australia,AUS,1956,Melbourne,Gymnastics,Gymnastics Men's Floor Exercise,No medal
Graham Bond,M,Australia,AUS,1956,Melbourne,Gymnastics,Gymnastics Men's Rings,No medal
Graham Mckenzie,M,Australia,AUS,1956,Melbourne,Fencing,"Fencing Men's Sabre, Individual",No medal
Peter Evatt,M,Australia,AUS,1956,Melbourne,Rowing,Rowing Men's Coxless Fours,No medal
Graham Bond,M,Australia,AUS,1956,Melbourne,Gymnastics,Gymnastics Men's Team All-Around,No medal
Robert Grant,M,Australia,AUS,1956,Melbourne,Athletics,Athletics Men's Javelin Throw,No medal
Graham Bond,M,Australia,AUS,1956,Melbourne,Gymnastics,Gymnastics Men's Individual All-Around,No medal
Graham Mcmillan,M,Australia,AUS,1956,Melbourne,Football,Football Men's Football,No medal
Noel Granger,M,Australia,AUS,1956,Melbourne,Wrestling,"Wrestling Men's Welterweight, Freestyle",No medal
Robert Hanlin,M,Australia,AUS,1956,Melbourne,Athletics,Athletics Men's Shot Put,No medal
Maurice Grace,M,Australia,AUS,1956,Melbourne,Rowing,Rowing Men's Coxless Pairs,No medal
Lszl Fadgyas,M,Australia,AUS,1956,Melbourne,Fencing,"Fencing Men's Sabre, Individual",No medal
Lszl Fadgyas,M,Australia,AUS,1956,Melbourne,Fencing,"Fencing Men's Sabre, Team",No medal
Kevin Mcmahon,M,Australia,AUS,1956,Melbourne,Rowing,Rowing Men's Coxed Fours,No medal
Wendy (-grant),F,Australia,AUS,1956,Melbourne,Gymnastics,Gymnastics Women's Balance Beam,No medal
Wendy (-grant),F,Australia,AUS,1956,Melbourne,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Wendy (-grant),F,Australia,AUS,1956,Melbourne,Gymnastics,Gymnastics Women's Horse Vault,No medal
Wendy (-grant),F,Australia,AUS,1956,Melbourne,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Wendy (-grant),F,Australia,AUS,1956,Melbourne,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Albert Thomas,M,Australia,AUS,1956,Melbourne,Athletics,"Athletics Men's 5,000 metres",No medal
Frederick Murphy,M,Australia,AUS,1956,Melbourne,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",No medal
Francis Murphy,M,Australia,AUS,1956,Melbourne,Diving,Diving Men's Platform,No medal
Murray Riley,M,Australia,AUS,1956,Melbourne,Rowing,Rowing Men's Double Sculls,Bronze
Richard Elliott,M,Australia,AUS,1956,Melbourne,Wrestling,"Wrestling Men's Featherweight, Freestyle",No medal
Geoffrey Goodacre,M,Australia,AUS,1956,Melbourne,Athletics,Athletics Men's 400 metres Hurdles,No medal
Rosalyn (-cooper),F,Australia,AUS,1956,Melbourne,Diving,Diving Women's Springboard,No medal
Rosalyn (-cooper),F,Australia,AUS,1956,Melbourne,Diving,Diving Women's Platform,No medal
Leonard Gregory,M,Australia,AUS,1956,Melbourne,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Graham Thomas,M,Australia,AUS,1956,Melbourne,Athletics,"Athletics Men's 3,000 metres Steeplechase",No medal
Keith Hackshall,M,Australia,AUS,1956,Melbourne,Fencing,"Fencing Men's epee, Team",No medal
Gavin Carragher,M,Australia,AUS,1956,Melbourne,Athletics,Athletics Men's 100 metres,No medal
Geoffrey Heskett,M,Australia,AUS,1956,Melbourne,Basketball,Basketball Men's Basketball,No medal
John Marshall,M,Australia,AUS,1956,Melbourne,Swimming,Swimming Men's 200 metres Butterfly,No medal
David Theile,M,Australia,AUS,1956,Melbourne,Swimming,Swimming Men's 100 metres Backstroke,Gold
George Nicoll,M,Australia,AUS,1956,Melbourne,Modern Pentathlon,Modern Pentathlon Men's Team,No medal
George Nicoll,M,Australia,AUS,1956,Melbourne,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal
Charles Mitchell,M,Australia,AUS,1956,Melbourne,Wrestling,"Wrestling Men's Heavyweight, Freestyle",No medal
Harold Hewitt,M,Australia,AUS,1956,Melbourne,Rowing,Rowing Men's Coxed Eights,Bronze
Neil Robbins,M,Australia,AUS,1956,Melbourne,Athletics,"Athletics Men's 3,000 metres Steeplechase",No medal
John Goodman,M,Australia,AUS,1956,Melbourne,Athletics,Athletics Men's 400 metres,No medal
Edward Nestor,M,Australia,AUS,1956,Melbourne,Cycling,"Cycling Men's Road Race, Team",No medal
Edward Nestor,M,Australia,AUS,1956,Melbourne,Cycling,"Cycling Men's Road Race, Individual",No medal
James Nevin,M,Australia,AUS,1956,Melbourne,Cycling,"Cycling Men's Road Race, Individual",No medal
James Nevin,M,Australia,AUS,1956,Melbourne,Cycling,"Cycling Men's Road Race, Team",No medal
Marlene (-o'shea),F,Australia,AUS,1956,Melbourne,Athletics,Athletics Women's 100 metres,Bronze
Marlene (-o'shea),F,Australia,AUS,1956,Melbourne,Athletics,Athletics Women's 200 metres,Bronze
Norma (austin-),F,Australia,AUS,1956,Melbourne,Athletics,Athletics Women's 80 metres Hurdles,Bronze
Bruce Sharp,M,Australia,AUS,1956,Melbourne,Gymnastics,Gymnastics Men's Pommelled Horse,No medal
Bruce Sharp,M,Australia,AUS,1956,Melbourne,Gymnastics,Gymnastics Men's Horizontal Bar,No medal
Carole (-sim),F,Australia,AUS,1956,Melbourne,Athletics,Athletics Women's High Jump,No medal
Brian Carolan,M,Paula,AUS,1956,Melbourne,Sailing,Sailing Mixed Three Person Keelboat,No medal
Bruce Sharp,M,Australia,AUS,1956,Melbourne,Gymnastics,Gymnastics Men's Rings,No medal
Noel Hall,M,Australia,AUS,1956,Melbourne,Shooting,"Shooting Men's Running Target, Single And Double Shot",No medal
James Carolan,M,Paula,AUS,1956,Melbourne,Sailing,Sailing Mixed Three Person Keelboat,No medal
Dennis Green,M,Australia,AUS,1956,Melbourne,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Bronze
Dennis Green,M,Australia,AUS,1956,Melbourne,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
June Heath,F,Australia,AUS,1956,Melbourne,Athletics,Athletics Women's Javelin Throw,No medal
John Goodman,M,Australia,AUS,1956,Melbourne,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
