NOC,Sport,Year,gold_number,silver_number,bronze_number,total_number,athletes_number,score
USA,Shooting,1988,0,1,0,1,30,8
USA,Swimming,1988,24,12,9,45,84,399
USA,Water Polo,1988,0,13,0,13,13,104
USA,Synchronized Swimming,1988,0,3,0,3,5,24
USA,Judo,1988,0,1,1,2,7,15
USA,Volleyball,1988,12,0,0,12,24,120
USA,Basketball,1988,12,0,12,24,24,204
USA,Handball,1988,0,0,0,0,28,0
USA,Fencing,1988,0,0,0,0,31,0
USA,Cycling,1988,0,0,1,1,19,7
USA,Boxing,1988,3,3,2,8,11,68
USA,Gymnastics,1988,0,0,1,1,84,7
USA,Football,1988,0,0,0,0,16,0
USA,Archery,1988,1,3,3,7,12,55
USA,Hockey,1988,0,0,0,0,16,0
USA,Basketball,1984,24,0,0,24,24,240
USA,Hockey,1984,0,0,16,16,31,112
USA,Football,1984,0,0,0,0,14,0
USA,Handball,1984,0,0,0,0,27,0
USA,Synchronized Swimming,1984,3,0,0,3,5,30
USA,Canoeing,1984,0,0,1,1,23,7
USA,Sailing,1984,7,6,0,13,13,118
USA,Rowing,1984,11,24,3,38,54,323
USA,Equestrianism,1984,9,2,0,11,21,106
USA,Archery,1984,1,1,0,2,6,18
USA,Judo,1984,0,1,1,2,8,15
USA,Volleyball,1984,12,12,0,24,24,216
USA,Rhythmic Gymnastics,1984,0,0,0,0,2,0
USA,Modern Pentathlon,1984,0,3,0,3,6,24
USA,Fencing,1984,0,0,1,1,32,7
USA,Gymnastics,1984,10,10,6,26,84,222
USA,Boxing,1984,9,1,1,11,12,105
USA,Cycling,1984,4,7,5,16,24,131
USA,Water Polo,1984,0,13,0,13,13,104
USA,Weightlifting,1984,0,1,1,2,10,15
USA,Athletics,1984,32,15,9,56,130,503
USA,Swimming,1984,50,13,0,63,81,604
USA,Diving,1984,2,3,3,8,8,65
USA,Wrestling,1984,9,3,1,13,19,121
USA,Shooting,1984,3,1,2,6,22,52
USA,Basketball,1976,12,12,0,24,24,216
USA,Rowing,1976,0,3,9,12,54,87
USA,Swimming,1976,29,19,7,55,90,491
USA,Equestrianism,1976,5,1,3,9,21,79
USA,Wrestling,1976,1,3,2,6,20,48
USA,Athletics,1976,12,11,8,31,108,264
USA,Shooting,1976,2,1,0,3,14,28
USA,Diving,1976,2,1,2,5,12,42
USA,Sailing,1976,0,5,2,7,12,54
USA,Boxing,1976,5,1,1,7,11,65
USA,Fencing,1976,0,0,0,0,31,0
USA,Archery,1976,2,0,0,2,4,20
USA,Canoeing,1976,0,0,0,0,19,0
USA,Weightlifting,1976,0,1,0,1,9,8
USA,Judo,1976,0,0,1,1,6,7
USA,Modern Pentathlon,1976,0,0,0,0,6,0
USA,Cycling,1976,0,0,0,0,15,0
USA,Handball,1976,0,0,0,0,14,0
USA,Gymnastics,1976,0,0,1,1,84,7
USA,Modern Pentathlon,1972,0,0,0,0,6,0
USA,Swimming,1972,48,14,12,74,108,676
USA,Sailing,1972,3,0,5,8,13,65
USA,Equestrianism,1972,0,8,1,9,21,71
USA,Rowing,1972,0,9,0,9,26,72
USA,Shooting,1972,2,2,0,4,16,36
USA,Water Polo,1972,0,0,11,11,11,77
USA,Athletics,1972,9,11,8,28,109,234
USA,Wrestling,1972,3,2,1,6,19,53
USA,Fencing,1972,0,0,0,0,31,0
USA,Boxing,1972,1,0,3,4,11,31
USA,Judo,1972,0,0,0,0,6,0
USA,Cycling,1972,0,0,0,0,18,0
USA,Archery,1972,2,0,0,2,6,20
USA,Weightlifting,1972,0,0,0,0,9,0
USA,Basketball,1972,0,12,0,12,12,96
USA,Diving,1972,1,1,1,3,12,25
USA,Football,1972,0,0,0,0,19,0
USA,Gymnastics,1972,0,0,0,0,84,0
USA,Handball,1972,0,0,0,0,15,0
USA,Canoeing,1972,0,0,1,1,26,7
USA,Boxing,1968,2,1,4,7,11,56
USA,Fencing,1968,0,0,0,0,32,0
USA,Cycling,1968,0,0,0,0,18,0
USA,Water Polo,1968,0,0,0,0,11,0
USA,Sailing,1968,5,0,0,5,11,50
USA,Modern Pentathlon,1968,0,0,0,0,6,0
USA,Volleyball,1968,0,0,0,0,24,0
USA,Gymnastics,1968,0,0,0,0,84,0
USA,Weightlifting,1968,0,0,1,1,7,7
USA,Basketball,1968,12,0,0,12,12,120
USA,Canoeing,1968,0,0,0,0,13,0
USA,Equestrianism,1968,1,4,1,6,20,49
USA,Wrestling,1968,0,2,0,2,16,16
USA,Rowing,1968,0,2,2,4,27,30
USA,Diving,1968,2,0,4,6,12,48
USA,Athletics,1968,24,6,7,37,104,337
USA,Swimming,1968,52,15,16,83,107,752
USA,Shooting,1968,1,2,0,3,14,26
USA,Wrestling,1964,0,0,1,1,16,7
USA,Modern Pentathlon,1964,0,3,0,3,6,24
USA,Cycling,1964,0,0,0,0,18,0
USA,Shooting,1964,2,2,3,7,12,57
USA,Sailing,1964,0,3,8,11,11,80
USA,Swimming,1964,45,8,8,61,76,570
USA,Athletics,1964,20,10,3,33,99,301
USA,Water Polo,1964,0,0,0,0,10,0
USA,Diving,1964,3,2,3,8,12,67
USA,Rowing,1964,12,2,5,19,27,171
USA,Equestrianism,1964,0,4,0,4,20,32
USA,Gymnastics,1964,0,0,0,0,84,0
USA,Basketball,1964,12,0,0,12,12,120
USA,Volleyball,1964,0,0,0,0,24,0
USA,Fencing,1964,0,0,0,0,31,0
USA,Judo,1964,0,0,1,1,4,7
USA,Boxing,1964,1,0,3,4,10,31
USA,Weightlifting,1964,0,1,1,2,7,15
USA,Canoeing,1964,0,2,1,3,13,23
USA,Cycling,1960,0,0,0,0,17,0
USA,Modern Pentathlon,1960,0,0,4,4,6,28
USA,Boxing,1960,3,0,1,4,10,37
USA,Weightlifting,1960,1,4,1,6,7,49
USA,Gymnastics,1960,0,0,0,0,84,0
USA,Canoeing,1960,0,0,0,0,13,0
USA,Rowing,1960,4,0,3,7,26,61
USA,Basketball,1960,12,0,0,12,12,120
USA,Equestrianism,1960,0,3,0,3,16,24
USA,Athletics,1960,18,8,6,32,96,286
USA,Water Polo,1960,0,0,0,0,10,0
USA,Diving,1960,2,4,0,6,8,52
USA,Wrestling,1960,3,0,0,3,16,30
USA,Shooting,1960,1,1,0,2,12,18
USA,Sailing,1960,3,0,2,5,11,44
USA,Swimming,1960,34,3,3,40,51,385
USA,Fencing,1960,0,0,1,1,33,7
USA,Gymnastics,1956,0,0,0,0,90,0
USA,Sailing,1956,2,0,1,3,13,27
USA,Equestrianism,1956,0,0,0,0,14,0
USA,Rowing,1956,14,6,1,21,26,195
USA,Football,1956,0,0,0,0,11,0
USA,Boxing,1956,2,1,0,3,8,28
USA,Modern Pentathlon,1956,0,3,0,3,6,24
USA,Basketball,1956,12,0,0,12,12,120
USA,Canoeing,1956,0,0,0,0,12,0
USA,Weightlifting,1956,4,2,1,7,7,63
USA,Hockey,1956,0,0,0,0,13,0
USA,Fencing,1956,0,0,0,0,29,0
USA,Cycling,1956,0,0,0,0,16,0
USA,Shooting,1956,0,0,1,1,10,7
USA,Water Polo,1956,0,0,0,0,10,0
USA,Diving,1956,3,4,2,9,12,76
USA,Wrestling,1956,0,1,1,2,16,15
USA,Athletics,1956,22,10,8,40,97,356
USA,Swimming,1956,2,15,5,22,41,175
USA,Weightlifting,1952,4,2,0,6,7,56
USA,Diving,1952,4,2,3,9,12,77
USA,Wrestling,1952,1,2,1,4,8,33
USA,Athletics,1952,21,13,6,40,86,356
USA,Gymnastics,1952,0,0,0,0,120,0
USA,Basketball,1952,14,0,0,14,14,140
USA,Sailing,1952,10,2,0,12,16,116
USA,Shooting,1952,1,0,1,2,10,17
USA,Swimming,1952,11,2,6,19,39,168
USA,Equestrianism,1952,0,0,6,6,18,42
USA,Rowing,1952,11,0,5,16,26,145
USA,Boxing,1952,5,0,0,5,10,50
USA,Canoeing,1952,1,0,0,1,12,10
USA,Fencing,1952,0,0,0,0,30,0
USA,Cycling,1952,0,0,0,0,16,0
USA,Modern Pentathlon,1952,0,0,0,0,6,0
USA,Football,1952,0,0,0,0,11,0
USA,Water Polo,1952,0,0,0,0,10,0
USA,Football,1948,0,0,0,0,11,0
USA,Modern Pentathlon,1948,0,1,0,1,3,8
USA,Boxing,1948,0,1,0,1,8,8
USA,Hockey,1948,0,0,0,0,14,0
USA,Canoeing,1948,2,3,0,5,12,44
USA,Fencing,1948,0,0,6,6,30,42
USA,Cycling,1948,0,0,0,0,15,0
USA,Gymnastics,1948,0,0,8,8,71,56
USA,Basketball,1948,14,0,0,14,14,140
USA,Wrestling,1948,2,1,1,4,8,35
USA,Weightlifting,1948,4,3,1,8,12,71
USA,Water Polo,1948,0,0,0,0,8,0
USA,Diving,1948,4,4,2,10,11,86
USA,Athletics,1948,18,5,10,33,99,290
USA,Swimming,1948,18,6,1,25,39,235
USA,Equestrianism,1948,3,4,0,7,18,62
USA,Sailing,1948,7,1,2,10,13,92
USA,Rowing,1948,14,0,4,18,26,168
USA,Shooting,1948,1,1,0,2,12,18
USA,Art Competitions,1936,0,1,0,1,49,8
USA,Boxing,1936,0,1,1,2,8,15
USA,Football,1936,0,0,0,0,11,0
USA,Hockey,1936,0,0,0,0,14,0
USA,Handball,1936,0,0,0,0,13,0
USA,Fencing,1936,0,0,0,0,30,0
USA,Modern Pentathlon,1936,0,1,0,1,3,8
USA,Gymnastics,1936,0,0,0,0,72,0
USA,Canoeing,1936,0,0,1,1,14,7
USA,Rowing,1936,9,0,1,10,26,97
USA,Equestrianism,1936,0,1,0,1,18,8
USA,Shooting,1936,0,0,0,0,6,0
USA,Cycling,1936,0,0,0,0,16,0
USA,Sailing,1936,0,0,0,0,14,0
USA,Swimming,1936,2,8,7,17,36,133
USA,Weightlifting,1936,1,0,0,1,10,10
USA,Diving,1936,4,4,2,10,12,86
USA,Water Polo,1936,0,0,0,0,9,0
USA,Basketball,1936,14,0,0,14,14,140
USA,Wrestling,1936,1,3,0,4,7,34
USA,Athletics,1936,20,10,4,34,90,308
USA,Athletics,1932,25,13,6,44,90,396
USA,Wrestling,1932,3,2,0,5,7,46
USA,Diving,1932,4,4,4,12,12,100
USA,Weightlifting,1932,0,0,2,2,10,14
USA,Water Polo,1932,0,0,7,7,7,49
USA,Cycling,1932,0,0,0,0,15,0
USA,Rowing,1932,14,1,0,15,26,148
USA,Swimming,1932,8,5,3,16,33,141
USA,Sailing,1932,14,5,0,19,21,180
USA,Shooting,1932,0,0,0,0,6,0
USA,Gymnastics,1932,5,10,5,20,39,165
USA,Fencing,1932,0,1,12,13,30,92
USA,Equestrianism,1932,3,2,4,9,18,74
USA,Modern Pentathlon,1932,0,0,1,1,3,7
USA,Hockey,1932,0,0,14,14,14,98
USA,Boxing,1932,2,0,3,5,8,41
USA,Art Competitions,1932,3,4,0,7,205,62
USA,Rowing,1928,11,5,2,18,26,164
USA,Football,1928,0,0,0,0,11,0
USA,Art Competitions,1928,0,0,0,0,57,0
USA,Gymnastics,1928,0,0,0,0,56,0
USA,Fencing,1928,0,0,1,1,28,7
USA,Swimming,1928,16,2,3,21,37,197
USA,Cycling,1928,0,0,0,0,7,0
USA,Water Polo,1928,0,0,0,0,9,0
USA,Sailing,1928,0,0,0,0,11,0
USA,Diving,1928,4,3,2,9,12,78
USA,Wrestling,1928,1,1,0,2,7,18
USA,Athletics,1928,15,11,8,34,108,294
USA,Boxing,1928,0,2,1,3,8,23
USA,Equestrianism,1928,0,0,0,0,12,0
USA,Modern Pentathlon,1928,0,0,0,0,3,0
USA,Tennis,1924,8,2,0,10,20,96
USA,Fencing,1924,0,0,0,0,35,0
USA,Shooting,1924,14,2,5,21,43,191
USA,Rowing,1924,11,1,8,20,20,174
USA,Cycling,1924,0,0,0,0,11,0
USA,Water Polo,1924,0,0,9,9,9,63
USA,Art Competitions,1924,0,0,0,0,2,0
USA,Boxing,1924,2,2,2,6,16,50
USA,Polo,1924,0,4,0,4,4,32
USA,Gymnastics,1924,1,0,0,1,72,10
USA,Modern Pentathlon,1924,0,0,0,0,4,0
USA,Equestrianism,1924,0,0,1,1,16,7
USA,Football,1924,0,0,0,0,13,0
USA,Athletics,1924,18,15,15,48,112,405
USA,Wrestling,1924,4,1,1,6,14,55
USA,Rugby,1924,19,0,0,19,19,190
