NOC,Sport,Year,gold_number,silver_number,bronze_number,total_number,athletes_number,score
AUS,Baseball,2000,0,0,0,0,24,0
AUS,Modern Pentathlon,2000,0,0,0,0,2,0
AUS,Softball,2000,0,0,15,15,15,105
AUS,Trampolining,2000,0,1,0,1,2,8
AUS,Tennis,2000,0,2,0,2,11,16
AUS,Taekwondo,2000,1,1,0,2,8,18
AUS,Boxing,2000,0,0,0,0,9,0
AUS,Triathlon,2000,0,1,0,1,6,8
AUS,Weightlifting,2000,0,0,0,0,12,0
AUS,Canoeing,2000,0,2,1,3,22,23
AUS,Cycling,2000,2,2,5,9,38,71
AUS,Water Polo,2000,13,0,0,13,26,130
AUS,Sailing,2000,4,2,1,7,18,63
AUS,Wrestling,2000,0,0,0,0,11,0
AUS,Table Tennis,2000,0,0,0,0,14,0
AUS,Equestrianism,2000,4,1,0,5,23,48
AUS,Swimming,2000,15,27,4,46,89,394
AUS,Synchronized Swimming,2000,0,0,0,0,11,0
AUS,Diving,2000,0,0,4,4,16,28
AUS,Shooting,2000,1,1,1,3,32,25
AUS,Handball,2000,0,0,0,0,30,0
AUS,Fencing,2000,0,0,0,0,9,0
AUS,Beach Volleyball,2000,2,0,0,2,10,20
AUS,Football,2000,0,0,0,0,32,0
AUS,Hockey,2000,16,0,16,32,32,272
AUS,Gymnastics,2000,0,0,0,0,46,0
AUS,Judo,1996,0,0,0,0,12,0
AUS,Gymnastics,1996,0,0,0,0,55,0
AUS,Hockey,1996,16,0,16,32,32,272
AUS,Table Tennis,1996,0,0,0,0,7,0
AUS,Cycling,1996,0,1,8,9,28,64
AUS,Wrestling,1996,0,0,0,0,9,0
AUS,Sailing,1996,0,2,2,4,16,30
AUS,Beach Volleyball,1996,0,0,2,2,6,14
AUS,Archery,1996,0,0,0,0,8,0
AUS,Canoeing,1996,0,0,5,5,24,35
AUS,Swimming,1996,2,9,14,25,78,190
AUS,Diving,1996,0,0,0,0,7,0
AUS,Weightlifting,1996,0,0,1,1,7,7
AUS,Equestrianism,1996,4,0,0,4,16,40
AUS,Rowing,1996,6,2,8,16,47,132
AUS,Badminton,1996,0,0,0,0,13,0
AUS,Athletics,1996,0,2,0,2,72,16
AUS,Basketball,1996,0,0,12,12,24,84
AUS,Boxing,1996,0,0,0,0,8,0
AUS,Fencing,1996,0,0,0,0,1,0
AUS,Shooting,1996,2,0,1,3,20,27
AUS,Softball,1996,0,0,15,15,15,105
AUS,Tennis,1996,2,0,0,2,8,20
AUS,Football,1996,0,0,0,0,16,0
AUS,Modern Pentathlon,1996,0,0,0,0,1,0
AUS,Baseball,1996,0,0,0,0,20,0
AUS,Water Polo,1992,0,0,0,0,13,0
AUS,Wrestling,1992,0,0,0,0,2,0
AUS,Synchronized Swimming,1992,0,0,0,0,4,0
AUS,Cycling,1992,1,7,0,8,19,66
AUS,Weightlifting,1992,0,0,0,0,4,0
AUS,Athletics,1992,0,0,2,2,42,14
AUS,Canoeing,1992,1,1,4,6,20,46
AUS,Archery,1992,0,0,0,0,6,0
AUS,Rowing,1992,6,0,0,6,28,60
AUS,Tennis,1992,0,0,2,2,10,14
AUS,Modern Pentathlon,1992,0,0,0,0,6,0
AUS,Badminton,1992,0,0,0,0,4,0
AUS,Basketball,1992,0,0,0,0,12,0
AUS,Judo,1992,0,0,0,0,2,0
AUS,Boxing,1992,0,0,0,0,6,0
AUS,Diving,1992,0,0,0,0,8,0
AUS,Sailing,1992,0,0,3,3,13,21
AUS,Equestrianism,1992,5,0,0,5,9,50
AUS,Shooting,1992,0,0,0,0,10,0
AUS,Football,1992,0,0,0,0,19,0
AUS,Fencing,1992,0,0,0,0,2,0
AUS,Hockey,1992,0,16,0,16,32,128
AUS,Gymnastics,1992,0,0,0,0,43,0
AUS,Table Tennis,1992,0,0,0,0,3,0
AUS,Swimming,1992,1,3,5,9,73,69
AUS,Sailing,1988,0,0,0,0,13,0
AUS,Table Tennis,1988,0,0,0,0,5,0
AUS,Equestrianism,1988,0,0,0,0,17,0
AUS,Diving,1988,0,0,0,0,6,0
AUS,Wrestling,1988,0,0,0,0,3,0
AUS,Water Polo,1988,0,0,0,0,13,0
AUS,Gymnastics,1988,0,0,0,0,17,0
AUS,Fencing,1988,0,0,0,0,3,0
AUS,Synchronized Swimming,1988,0,0,0,0,4,0
AUS,Canoeing,1988,0,1,2,3,10,22
AUS,Cycling,1988,0,2,6,8,20,58
AUS,Weightlifting,1988,0,0,0,0,4,0
AUS,Athletics,1988,1,1,0,2,38,18
AUS,Swimming,1988,1,1,1,3,57,25
AUS,Modern Pentathlon,1988,0,0,0,0,1,0
AUS,Basketball,1988,0,0,0,0,22,0
AUS,Rowing,1988,0,0,0,0,16,0
AUS,Boxing,1988,0,1,0,1,4,8
AUS,Tennis,1988,0,0,2,2,10,14
AUS,Hockey,1988,16,0,0,16,32,160
AUS,Football,1988,0,0,0,0,17,0
AUS,Judo,1988,0,0,0,0,3,0
AUS,Archery,1988,0,0,0,0,6,0
AUS,Shooting,1988,0,0,0,0,18,0
AUS,Sailing,1984,0,0,2,2,13,14
AUS,Water Polo,1984,0,0,0,0,13,0
AUS,Canoeing,1984,0,0,2,2,10,14
AUS,Weightlifting,1984,1,1,0,2,4,18
AUS,Cycling,1984,4,0,0,4,19,40
AUS,Wrestling,1984,0,0,0,0,3,0
AUS,Diving,1984,0,0,0,0,6,0
AUS,Equestrianism,1984,0,0,0,0,16,0
AUS,Synchronized Swimming,1984,0,0,0,0,4,0
AUS,Swimming,1984,1,8,11,20,70,151
AUS,Fencing,1984,0,0,0,0,3,0
AUS,Gymnastics,1984,0,0,0,0,24,0
AUS,Judo,1984,0,0,0,0,3,0
AUS,Hockey,1984,0,0,0,0,32,0
AUS,Boxing,1984,0,0,0,0,5,0
AUS,Modern Pentathlon,1984,0,0,0,0,6,0
AUS,Basketball,1984,0,0,0,0,24,0
AUS,Rowing,1984,0,4,14,18,25,130
AUS,Rhythmic Gymnastics,1984,0,0,0,0,2,0
AUS,Shooting,1984,0,0,1,1,11,7
AUS,Athletics,1984,1,1,1,3,42,25
AUS,Archery,1984,0,0,0,0,2,0
AUS,Athletics,1980,0,1,0,1,25,8
AUS,Weightlifting,1980,0,0,0,0,5,0
AUS,Shooting,1980,0,0,0,0,2,0
AUS,Wrestling,1980,0,0,0,0,3,0
AUS,Rowing,1980,0,0,0,0,16,0
AUS,Archery,1980,0,0,0,0,3,0
AUS,Basketball,1980,0,0,0,0,12,0
AUS,Boxing,1980,0,0,0,0,2,0
AUS,Diving,1980,0,0,0,0,6,0
AUS,Canoeing,1980,0,1,0,1,8,8
AUS,Cycling,1980,0,0,0,0,15,0
AUS,Swimming,1980,6,0,5,11,57,95
AUS,Fencing,1980,0,0,0,0,4,0
AUS,Gymnastics,1980,0,0,0,0,17,0
AUS,Judo,1980,0,0,0,0,3,0
AUS,Modern Pentathlon,1980,0,0,0,0,1,0
AUS,Water Polo,1980,0,0,0,0,11,0
AUS,Hockey,1976,0,15,0,15,15,120
AUS,Judo,1976,0,0,0,0,3,0
AUS,Gymnastics,1976,0,0,0,0,19,0
AUS,Modern Pentathlon,1976,0,0,0,0,2,0
AUS,Sailing,1976,0,0,3,3,12,21
AUS,Wrestling,1976,0,0,0,0,3,0
AUS,Athletics,1976,0,0,0,0,47,0
AUS,Rowing,1976,0,0,0,0,13,0
AUS,Shooting,1976,0,0,0,0,7,0
AUS,Weightlifting,1976,0,0,0,0,3,0
AUS,Water Polo,1976,0,0,0,0,11,0
AUS,Cycling,1976,0,0,0,0,15,0
AUS,Diving,1976,0,0,0,0,8,0
AUS,Archery,1976,0,0,0,0,4,0
AUS,Canoeing,1976,0,0,0,0,10,0
AUS,Boxing,1976,0,0,0,0,4,0
AUS,Basketball,1976,0,0,0,0,12,0
AUS,Swimming,1976,0,0,1,1,68,7
AUS,Fencing,1976,0,0,0,0,4,0
AUS,Equestrianism,1976,0,0,4,4,14,28
AUS,Equestrianism,1972,0,0,0,0,8,0
AUS,Hockey,1972,0,0,0,0,16,0
AUS,Fencing,1972,0,0,0,0,4,0
AUS,Judo,1972,0,0,0,0,5,0
AUS,Modern Pentathlon,1972,0,0,0,0,2,0
AUS,Shooting,1972,0,0,0,0,4,0
AUS,Sailing,1972,5,0,0,5,13,50
AUS,Athletics,1972,0,2,0,2,36,16
AUS,Wrestling,1972,0,0,0,0,3,0
AUS,Rowing,1972,0,0,0,0,16,0
AUS,Diving,1972,0,0,0,0,6,0
AUS,Cycling,1972,0,3,0,3,15,24
AUS,Weightlifting,1972,0,0,0,0,3,0
AUS,Basketball,1972,0,0,0,0,12,0
AUS,Boxing,1972,0,0,0,0,4,0
AUS,Water Polo,1972,0,0,0,0,11,0
AUS,Swimming,1972,6,2,2,10,79,90
AUS,Archery,1972,0,0,0,0,3,0
AUS,Canoeing,1972,0,0,0,0,7,0
AUS,Gymnastics,1972,0,0,0,0,19,0
AUS,Rowing,1968,0,9,0,9,11,72
AUS,Sailing,1968,0,0,0,0,11,0
AUS,Wrestling,1968,0,0,0,0,4,0
AUS,Hockey,1968,0,14,0,14,14,112
AUS,Boxing,1968,0,0,0,0,4,0
AUS,Shooting,1968,0,0,0,0,3,0
AUS,Athletics,1968,2,3,1,6,35,51
AUS,Modern Pentathlon,1968,0,0,0,0,6,0
AUS,Equestrianism,1968,0,0,4,4,14,28
AUS,Fencing,1968,0,0,0,0,11,0
AUS,Swimming,1968,3,9,6,18,72,144
AUS,Gymnastics,1968,0,0,0,0,12,0
AUS,Canoeing,1968,0,0,0,0,7,0
AUS,Cycling,1968,0,0,0,0,14,0
AUS,Weightlifting,1968,0,0,0,0,2,0
AUS,Diving,1968,0,0,0,0,4,0
AUS,Rowing,1964,0,0,0,0,26,0
AUS,Shooting,1964,0,0,0,0,8,0
AUS,Wrestling,1964,0,0,0,0,8,0
AUS,Sailing,1964,3,0,0,3,11,30
AUS,Cycling,1964,0,0,0,0,14,0
AUS,Diving,1964,0,0,0,0,4,0
AUS,Athletics,1964,1,1,4,6,60,46
AUS,Weightlifting,1964,0,0,0,0,7,0
AUS,Water Polo,1964,0,0,0,0,11,0
AUS,Basketball,1964,0,0,0,0,12,0
AUS,Gymnastics,1964,0,0,0,0,78,0
AUS,Modern Pentathlon,1964,0,0,0,0,6,0
AUS,Judo,1964,0,0,1,1,4,7
AUS,Hockey,1964,0,0,14,14,14,98
AUS,Canoeing,1964,0,0,0,0,12,0
AUS,Boxing,1964,0,0,0,0,10,0
AUS,Fencing,1964,0,0,0,0,32,0
AUS,Equestrianism,1964,0,0,0,0,14,0
AUS,Swimming,1964,4,5,11,20,61,157
AUS,Weightlifting,1960,0,0,0,0,7,0
AUS,Water Polo,1960,0,0,0,0,10,0
AUS,Boxing,1960,0,0,2,2,10,14
AUS,Canoeing,1960,0,0,0,0,11,0
AUS,Equestrianism,1960,5,1,0,6,8,58
AUS,Hockey,1960,0,0,0,0,15,0
AUS,Shooting,1960,0,0,0,0,10,0
AUS,Rowing,1960,0,0,0,0,25,0
AUS,Wrestling,1960,0,0,0,0,12,0
AUS,Athletics,1960,1,2,1,4,45,33
AUS,Sailing,1960,0,0,0,0,11,0
AUS,Cycling,1960,0,0,0,0,16,0
AUS,Fencing,1960,0,0,0,0,19,0
AUS,Diving,1960,0,0,0,0,5,0
AUS,Modern Pentathlon,1960,0,0,0,0,6,0
AUS,Swimming,1960,5,21,8,34,46,274
AUS,Gymnastics,1960,0,0,0,0,24,0
AUS,Wrestling,1956,0,0,0,0,15,0
AUS,Athletics,1956,7,6,6,19,96,160
AUS,Boxing,1956,0,0,1,1,9,7
AUS,Equestrianism,1956,0,0,0,0,7,0
AUS,Gymnastics,1956,0,0,0,0,63,0
AUS,Fencing,1956,0,0,0,0,27,0
AUS,Modern Pentathlon,1956,0,0,0,0,6,0
AUS,Hockey,1956,0,0,0,0,18,0
AUS,Swimming,1956,19,4,2,25,40,236
AUS,Football,1956,0,0,0,0,11,0
AUS,Diving,1956,0,0,0,0,12,0
AUS,Canoeing,1956,0,0,2,2,13,14
AUS,Weightlifting,1956,0,0,0,0,7,0
AUS,Water Polo,1956,0,0,0,0,9,0
AUS,Basketball,1956,0,0,0,0,12,0
AUS,Cycling,1956,2,0,1,3,16,27
AUS,Rowing,1956,0,1,11,12,26,85
AUS,Shooting,1956,0,0,0,0,14,0
AUS,Sailing,1956,0,2,3,5,11,37
AUS,Weightlifting,1952,0,0,1,1,3,7
AUS,Water Polo,1952,0,0,0,0,7,0
AUS,Cycling,1952,3,1,0,4,16,38
AUS,Boxing,1952,0,0,0,0,5,0
AUS,Athletics,1952,3,0,1,4,40,37
AUS,Swimming,1952,1,0,0,1,18,10
AUS,Fencing,1952,0,0,0,0,23,0
AUS,Diving,1952,0,0,0,0,3,0
AUS,Sailing,1952,0,0,0,0,6,0
AUS,Modern Pentathlon,1952,0,0,0,0,1,0
AUS,Rowing,1952,0,1,9,10,14,71
AUS,Wrestling,1952,0,0,0,0,4,0
AUS,Water Polo,1948,0,0,0,0,10,0
AUS,Weightlifting,1948,0,0,0,0,2,0
AUS,Cycling,1948,0,0,0,0,14,0
AUS,Boxing,1948,0,0,0,0,7,0
AUS,Diving,1948,0,0,0,0,1,0
AUS,Swimming,1948,0,2,2,4,14,30
AUS,Shooting,1948,0,0,0,0,6,0
AUS,Wrestling,1948,0,1,1,2,4,15
AUS,Athletics,1948,1,6,2,9,34,72
AUS,Rowing,1948,1,0,0,1,8,10
AUS,Sailing,1948,0,0,0,0,3,0
AUS,Wrestling,1936,0,0,0,0,3,0
AUS,Rowing,1936,0,0,0,0,12,0
AUS,Athletics,1936,0,0,1,1,8,7
AUS,Swimming,1936,0,0,0,0,7,0
AUS,Diving,1936,0,0,0,0,2,0
AUS,Boxing,1936,0,0,0,0,3,0
AUS,Cycling,1936,0,0,0,0,4,0
AUS,Athletics,1932,0,0,0,0,5,0
AUS,Rowing,1932,1,0,0,1,1,10
AUS,Art Competitions,1932,0,0,0,0,1,0
AUS,Wrestling,1932,0,0,1,1,1,7
AUS,Cycling,1932,1,0,0,1,2,10
AUS,Swimming,1932,1,1,0,2,9,18
AUS,Swimming,1928,0,2,0,2,8,16
AUS,Cycling,1928,0,0,1,1,2,7
AUS,Diving,1928,0,0,0,0,2,0
AUS,Athletics,1928,0,0,0,0,13,0
AUS,Rowing,1928,1,0,0,1,1,10
AUS,Wrestling,1928,0,0,0,0,3,0
AUS,Athletics,1924,1,0,0,1,18,10
AUS,Cycling,1924,0,0,0,0,6,0
AUS,Tennis,1924,0,0,0,0,4,0
AUS,Rowing,1924,0,0,0,0,10,0
AUS,Wrestling,1924,0,0,0,0,1,0
AUS,Art Competitions,1924,0,0,0,0,1,0
AUS,Swimming,1924,1,5,2,8,15,64
AUS,Diving,1924,1,0,0,1,2,10
AUS,Boxing,1924,0,0,0,0,3,0
AUS,Swimming,1920,0,5,1,6,16,47
AUS,Athletics,1920,0,1,0,1,8,8
AUS,Cycling,1920,0,0,0,0,3,0
AUS,Tennis,1920,0,0,0,0,1,0
AUS,Diving,1920,0,0,0,0,1,0
AUS,Swimming,1906,0,0,1,1,3,7
AUS,Athletics,1906,0,0,2,2,7,14
AUS,Athletics,1904,0,0,0,0,2,0
AUS,Swimming,1904,0,3,1,4,4,31
AUS,Swimming,1900,2,0,0,2,2,20
AUS,Athletics,1900,1,0,3,4,4,31
AUS,Athletics,1896,2,0,0,2,3,20
AUS,Tennis,1896,0,0,1,1,2,7
